Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
MCRS1,3.822035007347477,1.669451328519157e-11,MB_vs_Glial,MCRS1,10445,Up
ARID1B,3.60297508492469,1.8437568931365835e-11,MB_vs_Glial,ARID1B,57492,Up
GTF3C3,1.6558756690036347,1.8437568931365835e-11,MB_vs_Glial,GTF3C3,9330,Up
KAT7,1.9423905243115307,1.862475548109705e-11,MB_vs_Glial,KAT7,11143,Up
GABPA,1.6217293071272785,1.9137675120646422e-11,MB_vs_Glial,GABPA,2551,Up
MYT1,3.9687117311126006,1.9278308230379073e-11,MB_vs_Glial,MYT1,4661,Up
ZNF579,2.0838383889877043,2.1237936897559776e-11,MB_vs_Glial,ZNF579,163033,Up
SIN3A,1.8653996862360671,2.2900160396826116e-11,MB_vs_Glial,SIN3A,25942,Up
WTAP,1.6017268152773951,2.3456682393237986e-11,MB_vs_Glial,WTAP,9589,Up
NCBP1,1.9800914982658853,2.6461079591383726e-11,MB_vs_Glial,NCBP1,4686,Up
H1-5,4.0063467066137655,2.6584214547369716e-11,MB_vs_Glial,H1-5,3009,Up
CENPC,3.9645516631947544,2.6584214547369716e-11,MB_vs_Glial,CENPC,1060,Up
SOX11,3.6158834336442727,2.6584214547369716e-11,MB_vs_Glial,SOX11,6664,Up
RSBN1,2.073680197222462,2.808937860512757e-11,MB_vs_Glial,RSBN1,54665,Up
AQR,1.757089050956015,2.917958011969017e-11,MB_vs_Glial,AQR,9716,Up
KPNA2,2.0344867466321084,2.949905987626043e-11,MB_vs_Glial,KPNA2,3838,Up
DDA1,1.595132368358275,3.303485041823409e-11,MB_vs_Glial,DDA1,79016,Up
MED1,1.6287042692707274,3.403144572477699e-11,MB_vs_Glial,MED1,5469,Up
UBXN7,1.9779051838515755,3.483523904826271e-11,MB_vs_Glial,UBXN7,26043,Up
KIAA1143,2.1547634047713515,3.5057813169056496e-11,MB_vs_Glial,KIAA1143,57456,Up
TOX4,1.6260331255510572,3.559491058911929e-11,MB_vs_Glial,TOX4,9878,Up
HNRNPAB,2.5407248995983025,3.659396110264541e-11,MB_vs_Glial,HNRNPAB,3182,Up
NXF1,1.7299870078237944,3.832365635004668e-11,MB_vs_Glial,NXF1,10482,Up
ZNF462,3.255678129742556,4.021383996353711e-11,MB_vs_Glial,ZNF462,58499,Up
BAZ1A,3.7065812514376777,4.04527275823675e-11,MB_vs_Glial,BAZ1A,11177,Up
BUD23,1.6366813052245384,4.087447801633862e-11,MB_vs_Glial,BUD23,114049,Up
RBBP4,2.1486392010701607,4.1802182169181945e-11,MB_vs_Glial,RBBP4,5928,Up
NSUN5,1.8495717199412063,4.606929194272935e-11,MB_vs_Glial,NSUN5,55695,Up
SAAL1,2.590398456278736,5.135681760764588e-11,MB_vs_Glial,SAAL1,113174,Up
CBX8,1.7073682812863353,5.600712026836678e-11,MB_vs_Glial,CBX8,57332,Up
CXXC5,2.3938667041394908,5.851923453176005e-11,MB_vs_Glial,CXXC5,51523,Up
ELAVL2,2.8168379210194203,5.875164777440262e-11,MB_vs_Glial,ELAVL2,1993,Up
ESF1,2.30408415881066,5.981442018689906e-11,MB_vs_Glial,ESF1,51575,Up
YEATS4,1.8737767794263114,6.029400966357679e-11,MB_vs_Glial,YEATS4,8089,Up
STAG1,1.8630236198741628,6.085388582127455e-11,MB_vs_Glial,STAG1,10274,Up
RBBP5,1.6324005701812148,6.085388582127455e-11,MB_vs_Glial,RBBP5,5929,Up
DNAJC17,1.6544041547903525,6.350732869251523e-11,MB_vs_Glial,DNAJC17,55192,Up
SCAF4,1.8334899938734885,6.412358291214145e-11,MB_vs_Glial,SCAF4,57466,Up
HNRNPH3,1.7473823905260844,7.052802262409744e-11,MB_vs_Glial,HNRNPH3,3189,Up
EHMT2,3.2486272844188555,7.278264308112549e-11,MB_vs_Glial,EHMT2,10919,Up
DUS3L,1.8925737440930064,7.483378567223024e-11,MB_vs_Glial,DUS3L,56931,Up
ALYREF,2.2066022988275087,7.577944336982832e-11,MB_vs_Glial,ALYREF,10189,Up
DHX16,1.6079000104393444,8.128894254620012e-11,MB_vs_Glial,DHX16,8449,Up
PDS5B,2.0827117403374196,8.234186120966284e-11,MB_vs_Glial,PDS5B,23047,Up
RIF1,2.073437360379831,8.835076242679286e-11,MB_vs_Glial,RIF1,55183,Up
RBM8A,1.7546798494315823,8.898833756074633e-11,MB_vs_Glial,RBM8A,9939,Up
NOL9,1.8320560680458229,9.348833440909458e-11,MB_vs_Glial,NOL9,79707,Up
CHLSN,2.342251376157339,1.0144741741412568e-10,MB_vs_Glial,CHLSN,84310,Up
ZNF207,1.9215785719757967,1.0144741741412568e-10,MB_vs_Glial,ZNF207,7756,Up
PCNA,2.2369790018092033,1.1391372597600255e-10,MB_vs_Glial,PCNA,5111,Up
UBE2S,3.804023745565729,1.1417757146087302e-10,MB_vs_Glial,UBE2S,27338,Up
VRK1,1.9020612731852005,1.1417757146087302e-10,MB_vs_Glial,VRK1,7443,Up
RBM12,1.6090868777417278,1.163072507228829e-10,MB_vs_Glial,RBM12,10137,Up
ZC3H11A,1.6686810240386478,1.2473091523366574e-10,MB_vs_Glial,ZC3H11A,9877,Up
KIF21B,2.1725995633097845,1.2525859338115185e-10,MB_vs_Glial,KIF21B,23046,Up
FKBP7,2.4547442496399157,1.2947827190395002e-10,MB_vs_Glial,FKBP7,51661,Up
YTHDC1,1.53064182219153,1.3089672652034987e-10,MB_vs_Glial,YTHDC1,91746,Up
BRD8,2.860901415173762,1.4190911655474515e-10,MB_vs_Glial,BRD8,10902,Up
MAZ,3.120236408066635,1.4654023656957152e-10,MB_vs_Glial,MAZ,4150,Up
XPO5,2.3312262117423046,1.4876629176883975e-10,MB_vs_Glial,XPO5,57510,Up
THOC1,1.757507341558508,1.6123333221968103e-10,MB_vs_Glial,THOC1,9984,Up
DHFR,1.841936887201129,1.6162089722601622e-10,MB_vs_Glial,DHFR,1719,Up
GTF3C2,1.506901427709579,1.651078128475221e-10,MB_vs_Glial,GTF3C2,2976,Up
USP39,1.9441430171967902,1.6664769214236885e-10,MB_vs_Glial,USP39,10713,Up
SMNDC1,1.6353201095893724,1.689655375549989e-10,MB_vs_Glial,SMNDC1,10285,Up
TOP2A,2.423004841437585,1.7229130656968523e-10,MB_vs_Glial,TOP2A,7153,Up
RWDD4,2.9018950990578993,1.7628573306201322e-10,MB_vs_Glial,RWDD4,201965,Up
SARNP,1.8342301877006975,1.8382975803647389e-10,MB_vs_Glial,SARNP,84324,Up
ATAD2,2.965934317132657,1.8666893066590183e-10,MB_vs_Glial,ATAD2,29028,Up
SYNE2,2.3994364892130946,2.133525664575168e-10,MB_vs_Glial,SYNE2,23224,Up
DDX42,1.3352930954464348,2.1538042644857543e-10,MB_vs_Glial,DDX42,11325,Up
TLK2,2.774345041059618,2.176198275123035e-10,MB_vs_Glial,TLK2,11011,Up
ORC2,2.727678335216517,2.1764312397887554e-10,MB_vs_Glial,ORC2,4999,Up
YLPM1,1.698262298564309,2.211940575131515e-10,MB_vs_Glial,YLPM1,56252,Up
MMTAG2,2.0256215902737083,2.2709695723598565e-10,MB_vs_Glial,MMTAG2,79169,Up
PTMA,3.0805648815249,2.382602847429983e-10,MB_vs_Glial,PTMA,5757,Up
ANP32E,1.9809047576115724,2.443395772002806e-10,MB_vs_Glial,ANP32E,81611,Up
DCAF1,1.6382687880664726,2.581679800494392e-10,MB_vs_Glial,DCAF1,9730,Up
SBNO1,2.5597680945486445,2.628340942742332e-10,MB_vs_Glial,SBNO1,55206,Up
PPIL4,1.6749549328020343,2.653261475892407e-10,MB_vs_Glial,PPIL4,85313,Up
GTF2B,1.403398887611747,2.665632660464261e-10,MB_vs_Glial,GTF2B,2959,Up
TRMT6,1.7801038642048574,2.7277147752088005e-10,MB_vs_Glial,TRMT6,51605,Up
CDKN2AIP,1.9925486290761683,2.799288999433075e-10,MB_vs_Glial,CDKN2AIP,55602,Up
MRGBP,1.7927199682836452,2.8454730138590615e-10,MB_vs_Glial,MRGBP,55257,Up
PRCC,2.136562904834289,2.882820016060984e-10,MB_vs_Glial,PRCC,5546,Up
KIF22,3.257992874228865,2.901912646187561e-10,MB_vs_Glial,KIF22,3835,Up
PRPF18,2.9387047423458412,3.02471604089659e-10,MB_vs_Glial,PRPF18,8559,Up
PAXIP1,2.860492583169073,3.1411285409618737e-10,MB_vs_Glial,PAXIP1,22976,Up
EDC3,1.5966153642279508,3.1411285409618737e-10,MB_vs_Glial,EDC3,80153,Up
ATRX,1.6481895478871458,3.234145045486854e-10,MB_vs_Glial,ATRX,546,Up
MED23,1.5282442487681145,3.234145045486854e-10,MB_vs_Glial,MED23,9439,Up
KNOP1,2.9085872485583693,3.3907415587110866e-10,MB_vs_Glial,KNOP1,400506,Up
