Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
TM9SF4,1.1689901733822126,0.004034137036012301,ATRT_vs_Glial,TM9SF4,9777,Up
OGFOD1,1.2234257966049746,0.004041236710696743,ATRT_vs_Glial,OGFOD1,55239,Up
TBPL1,1.411468526560725,0.0040497785166012405,ATRT_vs_Glial,TBPL1,9519,Up
WDR36,1.2141911614492464,0.0041601206949982966,ATRT_vs_Glial,WDR36,134430,Up
S100A4,2.9283627881624774,0.004193211525637917,ATRT_vs_Glial,S100A4,6275,Up
CCDC71,1.0289361694207955,0.00423314285115108,ATRT_vs_Glial,CCDC71,64925,Up
FKBP10,2.1936943058955443,0.0042922175632485364,ATRT_vs_Glial,FKBP10,60681,Up
PPP4R2,1.0449911628898896,0.004312811260276711,ATRT_vs_Glial,PPP4R2,151987,Up
GPAT4,1.352880999309214,0.004329529077256313,ATRT_vs_Glial,GPAT4,137964,Up
NVL,1.156314012766721,0.004408021180047548,ATRT_vs_Glial,NVL,4931,Up
EXOSC3,1.0600419186833747,0.004408021180047548,ATRT_vs_Glial,EXOSC3,51010,Up
