Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
ARL6IP6,-1.4235483444827821,8.909812975469474e-4,ATRT_vs_MB,ARL6IP6,151188,Down
TRA2A,-1.9374445064084966,8.929270701936554e-4,ATRT_vs_MB,TRA2A,29896,Down
STAM,-1.6647758872525245,9.14852581640074e-4,ATRT_vs_MB,STAM,8027,Down
SMARCD1,-1.5833121601769697,9.14852581640074e-4,ATRT_vs_MB,SMARCD1,6602,Down
ZFP91,-1.1696149826323676,9.238351669060047e-4,ATRT_vs_MB,ZFP91,80829,Down
TRIM24,-1.40519285797577,9.334903748894515e-4,ATRT_vs_MB,TRIM24,8805,Down
DCAF1,-1.23813596901892,9.491666447144573e-4,ATRT_vs_MB,DCAF1,9730,Down
SRSF8,-1.5867485904646657,9.696082887398197e-4,ATRT_vs_MB,SRSF8,10929,Down
MAPRE2,-2.185272748477601,0.0010005997724120783,ATRT_vs_MB,MAPRE2,10982,Down
PITPNA,-1.5963949305522789,0.001006475892327363,ATRT_vs_MB,PITPNA,5306,Down
RING1,-1.6328466340183532,0.0010145763626983005,ATRT_vs_MB,RING1,6015,Down
PRKACB,-2.1832760647328726,0.001016799448767576,ATRT_vs_MB,PRKACB,5567,Down
ZBTB14,-1.4691414695482194,0.001016799448767576,ATRT_vs_MB,ZBTB14,7541,Down
IRF2BP1,-1.3790154388133473,0.001016799448767576,ATRT_vs_MB,IRF2BP1,26145,Down
MED1,-1.1234410757534583,0.0010385354509771945,ATRT_vs_MB,MED1,5469,Down
CDKN1B,-2.6487908988854887,0.0010615971896864205,ATRT_vs_MB,CDKN1B,1027,Down
PTEN,-1.7367376800969936,0.0010755119635917263,ATRT_vs_MB,PTEN,5728,Down
DHPS,-1.486938912014626,0.0010755119635917263,ATRT_vs_MB,DHPS,1725,Down
JPT1,-2.0278335540511954,0.0010770189103506648,ATRT_vs_MB,JPT1,51155,Down
PRUNE1,-1.564560064101137,0.0010851521931884616,ATRT_vs_MB,PRUNE1,58497,Down
KLC4,-1.5644945391696439,0.0010902231216674094,ATRT_vs_MB,KLC4,89953,Down
YTHDC1,-1.1093140262791508,0.001095088055670498,ATRT_vs_MB,YTHDC1,91746,Down
