Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
CNTFR,-1.6328670175647169,0.003256613729490872,MB_vs_EPN_like,CNTFR,1271,Down
UNC119B,-1.6704375355670606,0.0032699223734272216,MB_vs_EPN_like,UNC119B,84747,Down
HKDC1,-1.5207853582567274,0.0033175149184427027,MB_vs_EPN_like,HKDC1,80201,Down
ISYNA1,-1.4246712963528658,0.003458141219700176,MB_vs_EPN_like,ISYNA1,51477,Down
ITM2C,-1.3975891722242366,0.003458141219700176,MB_vs_EPN_like,ITM2C,81618,Down
RRAGA,-1.1891375936268744,0.003501980498651263,MB_vs_EPN_like,RRAGA,10670,Down
ALDH4A1,-1.7315410429564295,0.0035870669345746987,MB_vs_EPN_like,ALDH4A1,8659,Down
PLCD1,-2.059369275496781,0.003609727814084532,MB_vs_EPN_like,PLCD1,5333,Down
SPTBN1,-1.3742134389483383,0.003609727814084532,MB_vs_EPN_like,SPTBN1,6711,Down
MLIP,-1.506318412747369,0.003630438455141567,MB_vs_EPN_like,MLIP,90523,Down
STX2,-1.5563505879113144,0.00363208727659706,MB_vs_EPN_like,STX2,2054,Down
NES,-2.1441104874840846,0.0036671807524751724,MB_vs_EPN_like,NES,10763,Down
MYORG,-1.6896215667239751,0.0037857456178086958,MB_vs_EPN_like,MYORG,57462,Down
ROR2,-1.3646517778473033,0.0038624069521215206,MB_vs_EPN_like,ROR2,4920,Down
ANXA1,-2.6422327160524084,0.003904823296436452,MB_vs_EPN_like,ANXA1,301,Down
AHNAK,-1.5328749575284277,0.004120578865886129,MB_vs_EPN_like,AHNAK,79026,Down
USP8,-1.0591200378825327,0.004120578865886129,MB_vs_EPN_like,USP8,9101,Down
DNAL1,-1.5713008242785378,0.004227827153350011,MB_vs_EPN_like,DNAL1,83544,Down
CDC42EP4,-2.0150550326006353,0.004469490113211022,MB_vs_EPN_like,CDC42EP4,23580,Down
CBR1,-1.5408180110171088,0.004553809801898977,MB_vs_EPN_like,CBR1,873,Down
MTCH2,-1.1357159143333462,0.004618623277564041,MB_vs_EPN_like,MTCH2,23788,Down
ANKRD45,-1.4520553440698833,0.004620915265406821,MB_vs_EPN_like,ANKRD45,339416,Down
PC,-1.2540477279337452,0.004699101831057064,MB_vs_EPN_like,PC,5091,Down
AK1,-2.8623042955654405,0.004723317954385186,MB_vs_EPN_like,AK1,203,Down
PANK2,-1.2335289643033818,0.004903395994903063,MB_vs_EPN_like,PANK2,80025,Down
OCLN,-1.015436724723724,0.004965123636651343,MB_vs_EPN_like,OCLN,100506658,Down
IFT70A,-1.1795513077209137,0.005030439649596576,MB_vs_EPN_like,IFT70A,92104,Down
BAIAP3,-1.1852625711418945,0.005161925491983793,MB_vs_EPN_like,BAIAP3,8938,Down
FHL1,-1.8839912253813829,0.005198332179469067,MB_vs_EPN_like,FHL1,2273,Down
UBXN6,-1.1847183168192181,0.0052769619528270795,MB_vs_EPN_like,UBXN6,80700,Down
SUOX,-1.0777537559939283,0.005310201020156776,MB_vs_EPN_like,SUOX,6821,Down
FAM120C,-1.2093313131947951,0.005368157395274411,MB_vs_EPN_like,FAM120C,54954,Down
PSPH,-1.4699854144688302,0.005399134700709213,MB_vs_EPN_like,PSPH,5723,Down
NTRK2,-2.609628891449578,0.0055086474835269236,MB_vs_EPN_like,NTRK2,4915,Down
PGM5,-2.076895593918973,0.005825730671625857,MB_vs_EPN_like,PGM5,5239,Down
PKM,-1.0598324435561324,0.0058294253034410605,MB_vs_EPN_like,PKM,5315,Down
BAD,-1.0983664562046158,0.005911479561604068,MB_vs_EPN_like,BAD,572,Down
MPZL1,-1.1055844765166398,0.005939299098774835,MB_vs_EPN_like,MPZL1,9019,Down
