Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
VPS13A,9.378759395739859e-59,1.2683745258450152,-1.190066183867497,0.03577278174316657
CD163,1.760689320211131e-52,1.8783907685685044,1.8783907685685044,0.035931445725787214
KATNB1,4.428745158181946e-56,1.3726442128133165,-1.3726442128133165,0.035994856334190285
BST2,2.0059192696255534e-49,2.6477637244738084,2.011609743452052,0.036076241531629534
DCLK2,1.4357615154394298e-54,2.0968405804140957,-1.7267605459647868,0.036076241531629534
SCRIB,4.802746699814234e-56,1.4987943420309477,-1.4987943420309477,0.03633703319252611
TM9SF2,6.186311184558501e-62,1.1372756288361217,1.026566576713826,0.036597872725960705
XRN1,1.9385843184131819e-59,1.13090578495801,1.070864979204643,0.03663788717465568
PDCD6,3.1873990028072364e-55,1.7446578895932987,-1.7446578895932987,0.03685451784991699
ATP1A2,3.8229465218451914e-48,3.9832826696583794,-2.757148336011209,0.03737454425441226
RRAGD,1.1921393099759489e-55,1.3841617854584136,-1.3841617854584136,0.03737454425441226
TSC1,2.1930456659288127e-56,2.304908729556189,-1.28564447589957,0.03754981418033853
RUVBL1,2.1283891678404423e-62,1.402252325673036,-1.0986427719044762,0.03794016040225505
NCAPH,1.845478172790374e-52,2.814274742861972,1.4248596270566498,0.03812188883114049
CADM4,3.339392402975706e-50,3.5544424696654495,-2.2663473439455615,0.038376854714358505
CCDC6,3.683826274749324e-58,1.2829182378616473,1.2829182378616473,0.038376854714358505
TRIM2,2.6622422333030146e-57,1.4400998994822842,-1.4400998994822842,0.03876266096821989
DNAAF10,4.61967783438036e-59,1.1352783114210183,-1.1352783114210183,0.03876266096821989
GTF2E2,5.5602480685280276e-58,1.3364487295751957,1.1187340194136723,0.03876266096821989
CHCHD2,6.09061756012956e-61,1.1760630293947045,-1.1760630293947045,0.03914490246435776
AKT1,1.6333978862563662e-60,1.2866515636133187,-1.1211111541766954,0.039171780463406684
PBXIP1,6.085215929214197e-51,2.780727558931808,-2.145442312374332,0.039234966133832816
HSF1,3.926211710158335e-60,1.063417239668734,-1.063417239668734,0.03944502417555562
ALG6,2.165949270979028e-59,1.416826269266469,1.1696207555805103,0.03957753932292109
SBF1,7.760987713632002e-58,1.9312038215242318,-1.2612847483035097,0.03969252404648984
MROH1,3.501827678080434e-58,1.9037246763346474,-1.21560073872271,0.03969252404648984
ANTXR2,2.4363705738167768e-57,1.1973901882470592,-1.1973901882470592,0.03969252404648984
GNB1,1.8639369850382823e-56,2.4449500130962427,-1.7180627168425318,0.03985427638977801
TST,2.65967729945142e-57,2.6642065913857778,-1.4610854609779693,0.040089389900836735
CCN2,3.6313369791072124e-55,1.746648908878214,1.5168797194798636,0.04025020188084216
