Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
GNA11,1.201197539976423e-60,2.1945377754653954,2.0767377438645553,2.7880363752857927e-5
ARPC5L,9.009500205364606e-65,1.632006450549376,1.632006450549376,2.7880363752857927e-5
PHKB,1.7869423924748568e-56,2.5716743944191833,2.5716743944191833,2.943575601513267e-5
GNA13,2.7283414382178485e-58,2.4440773778213263,2.4440773778213263,3.0757759380793426e-5
CCDC22,3.753496244355334e-65,1.4265290918165512,1.4265290918165512,3.111567768919215e-5
SERPINH1,1.1367850750930592e-51,3.8273619311347886,-3.8273619311347886,3.151851381647224e-5
DDX10,1.8212144259527063e-60,1.7754362001029556,-1.7547469949366352,3.225114977064942e-5
RDX,1.348344699468307e-64,1.9479046911273876,1.6092197781354045,3.26535906672375e-5
KIF4A,6.358086276774191e-60,2.6195750517288303,-1.6694338673333853,3.310296157065859e-5
DHX8,1.085968620173668e-64,2.5749092955820423,-1.1953380784246477,3.3114189089350584e-5
FNDC3B,7.806016650617553e-57,2.580986848448685,-2.2422548013454815,3.445066763085761e-5
HK2,4.399664788759545e-59,2.0524890321300973,-2.0524890321300973,3.445066763085761e-5
DDX39A,5.2285213641510654e-64,2.263529993023319,-1.571082469456183,3.445066763085761e-5
GPM6A,8.392860992636422e-48,4.831764755020227,4.831764755020227,3.4527071427693814e-5
SRD5A3,3.213717568501254e-58,1.8643180603860294,-1.8643180603860294,3.51401468562798e-5
PTPRA,1.3613242592316998e-60,2.2619648038428863,1.9286727053993538,3.912531381242404e-5
